PO_No,Vendor,Order_Date,Last_Receiving_No,Last_Receipt_Date,Outstanding_Qty,Days_Difference,Delivery_Status,Month
PO/AND/26/00202,VENUS COLOURANTS,2025-06-16,PPR/AND/26/00811,2025-06-18,0.0,2.0,≤15 days,2025-06
PO/AND/26/00203,KMUNOTAG PRIVATE LIMITED,2025-06-17,PPR/AND/26/01128,2025-07-02,0.0,15.0,≤15 days,2025-07
PO/AND/26/00204,Ramaya Packaging,2025-06-18,PPR/AND/26/00812,2025-06-23,0.0,5.0,≤15 days,2025-06
PO/AND/26/00205,Gyanesh Print And Pack,2025-06-18,PPR/AND/26/00813,2025-06-20,0.0,2.0,≤15 days,2025-06
PO/AND/26/00206,GANPATI STEEL,2025-06-13,PPR/AND/26/00717,2025-06-13,0.84,0.0,≤15 days,2025-06
PO/AND/26/00207,NEELANJ BUSINESS SOLUTION LLP,2025-06-13,PPR/AND/26/01621,2025-09-19,0.0,98.0,>15 days,2025-09
PO/AND/26/00208,KASAT PLASTIC,2025-07-01,PPR/AND/26/00958,2025-07-04,0.0,3.0,≤15 days,2025-07
PO/AND/26/00209,RIDDHI SIDDHI CORPORATION,2025-07-01,PPR/AND/26/00862,2025-07-01,0.0,0.0,≤15 days,2025-07
PO/AND/26/00210,nan,2025-07-01,NAN,,0.0,,No Receipt,NaT
PO/AND/26/00211,MELCON PLASTICS,2025-06-23,NAN,,50000.0,,No Receipt,NaT
PO/AND/26/00212,Supreme Innovations,2025-06-24,PPR/AND/26/00770,2025-06-24,14460.0,0.0,≤15 days,2025-06
PO/AND/26/00213,MELCON PLASTICS,2025-06-24,PPR/AND/26/00757,2025-06-24,0.0,0.0,≤15 days,2025-06
PO/AND/26/00214,DURVESH ENTERPRISES,2025-06-24,PPR/AND/26/00891,2025-07-08,251.0,14.0,≤15 days,2025-07
PO/AND/26/00215,SAI ENTERPRISES (VENDOR),2025-06-24,PPR/AND/26/00827,2025-06-21,88.0,-3.0,No Receipt,2025-06
PO/AND/26/00216,DURVESH ENTERPRISES,2025-06-25,PPR/AND/26/00844,2025-06-30,86.0,5.0,≤15 days,2025-06
PO/AND/26/00217,RIDDHI SIDDHI CORPORATION,2025-07-01,NAN,,5300.0,,No Receipt,NaT
PO/AND/26/00218,NECTAR BRASS INDUSTRIES,2025-07-01,PPR/AND/26/00869,2025-07-05,0.0,4.0,≤15 days,2025-07
PO/AND/26/00219,Venus Industries,2025-07-01,PPR/AND/26/00868,2025-07-05,0.0,4.0,≤15 days,2025-07
PO/AND/26/00220,BNB ENTERPRISE,2025-07-01,PPR/AND/26/00894,2025-07-10,0.0,9.0,≤15 days,2025-07
PO/AND/26/00221,ARIHANT INDUSTRIES,2025-07-01,PPR/AND/26/00942,2025-07-14,0.0,13.0,≤15 days,2025-07
PO/AND/26/00222,OM INDUSTRIES-NEW,2025-07-01,PPR/AND/26/00871,2025-07-04,0.0,3.0,≤15 days,2025-07
PO/AND/26/00223,GIRI ENTERPRISES,2025-07-01,PPR/AND/26/01075,2025-07-30,5000.0,29.0,>15 days,2025-07
PO/AND/26/00224,MELCON PLASTICS,2025-07-01,PPR/AND/26/01053,2025-07-26,0.0,25.0,>15 days,2025-07
PO/AND/26/00225,TANISHA ENTERPRISES,2025-07-01,PPR/AND/26/00950,2025-07-11,0.0,10.0,≤15 days,2025-07
PO/AND/26/00226,S.PLASTICS,2025-07-01,PPR/AND/26/01103,2025-07-31,6367.0,30.0,>15 days,2025-07
PO/AND/26/00227,Supreme Innovations,2025-07-01,PPR/AND/26/01022,2025-07-18,8500.0,17.0,>15 days,2025-07
PO/AND/26/00228,Vardan Enterprises,2025-07-01,PPR/AND/26/00860,2025-07-01,0.0,0.0,≤15 days,2025-07
PO/AND/26/00229,MODERN ENGINEERING & SPRING COMPANY,2025-07-01,PPR/AND/26/00870,2025-07-05,0.0,4.0,≤15 days,2025-07
PO/AND/26/00230,PERFECT PACKERS,2025-07-01,PPR/AND/26/01056,2025-07-28,1.0,27.0,>15 days,2025-07
PO/AND/26/00231,Gyanesh Print And Pack,2025-07-01,PPR/AND/26/01399,2025-08-28,77.0,58.0,>15 days,2025-08
PO/AND/26/00232,SUPREME CORRUGATING INDUSTRIES PVT.LTD.,2025-07-01,PPR/AND/26/00949,2025-07-15,0.0,14.0,≤15 days,2025-07
PO/AND/26/00233,SHREE BALAJI PRINTERS,2025-07-01,PPR/AND/26/00861,2025-07-01,0.0,0.0,≤15 days,2025-07
PO/AND/26/00234,A.K.PACKAGING,2025-07-01,PPR/AND/26/01008,2025-07-21,33.0,20.0,>15 days,2025-07
PO/AND/26/00235,PRINT LINE,2025-07-01,PPR/AND/26/01112,2025-07-31,19170.0,30.0,>15 days,2025-07
PO/AND/26/00236,PRINTSOUK,2025-07-01,PPR/AND/26/01099,2025-07-26,2525.0,25.0,>15 days,2025-07
PO/AND/26/00237,Ramaya Packaging,2025-07-01,PPR/AND/26/00875,2025-07-03,0.0,2.0,≤15 days,2025-07
PO/AND/26/00238,KANKAI ENTERPRISES,2025-07-01,PPR/AND/26/01039,2025-07-23,0.0,22.0,>15 days,2025-07
PO/AND/26/00239,WITCO POTTERIES,2025-07-01,PPR/AND/26/01113,2025-07-31,0.0,30.0,>15 days,2025-07
PO/AND/26/00240,VENUS COLOURANTS,2025-07-01,PPR/AND/26/00879,2025-07-08,0.15,7.0,≤15 days,2025-07
PO/AND/26/00241,SAI ENTERPRISES (VENDOR),2025-07-01,PPR/AND/26/01249,2025-08-04,16143.0,34.0,>15 days,2025-08
PO/AND/26/00242,DURVESH ENTERPRISES,2025-07-01,PPR/AND/26/01094,2025-07-29,0.0,28.0,>15 days,2025-07
PO/AND/26/00243,REKHA TRADING CO,2025-07-01,PPR/AND/26/01123,2025-07-31,968.0,30.0,>15 days,2025-07
PO/AND/26/00244,Satish Brass Product,2025-07-01,NAN,,344.0,,No Receipt,NaT
PO/AND/26/00245,RAJESHREE INDUSTRIES,2025-07-01,PPR/AND/26/01014,2025-07-21,0.0,20.0,>15 days,2025-07
PO/AND/26/00246,Parmar Engineering Works,2025-07-01,PPR/AND/26/00880,2025-07-08,0.0,7.0,≤15 days,2025-07
PO/AND/26/00247,KALA ENTERPRISES,2025-07-01,PPR/AND/26/01091,2025-07-30,1000.0,29.0,>15 days,2025-07
PO/AND/26/00248,VIVANI ELECTRONICS,2025-07-05,PPR/AND/26/01089,2025-07-29,199.0,24.0,>15 days,2025-07
PO/AND/26/00249,KMUNOTAG PRIVATE LIMITED,2025-07-10,PPR/AND/26/00896,2025-06-26,0.0,-14.0,No Receipt,2025-06
PO/AND/26/00250,SHREE BALAJI PRINTERS,2025-06-30,PPR/AND/26/01010,2025-06-25,0.0,-5.0,No Receipt,2025-06
PO/AND/26/00251,HARIA METALS,2025-07-11,PPR/AND/26/01046,2025-07-24,3.5,13.0,≤15 days,2025-07
PO/AND/26/00252,HITECH SCREWS and RIVETS,2025-07-11,PPR/AND/26/00967,2025-07-19,0.0,8.0,≤15 days,2025-07
PO/AND/26/00253,A.K.PACKAGING,2025-06-30,PPR/AND/26/00901,2025-06-14,0.0,-16.0,No Receipt,2025-06
PO/AND/26/00254,SHIVOM PRINTERS,2025-06-30,PPR/AND/26/00903,2025-06-06,0.0,-24.0,No Receipt,2025-06
PO/AND/26/00255,Supreme Innovations,2025-06-30,PPR/AND/26/00905,2025-06-09,0.0,-21.0,No Receipt,2025-06
PO/AND/26/00256,MELCON PLASTICS,2025-06-30,PPR/AND/26/00904,2025-06-09,0.0,-21.0,No Receipt,2025-06
PO/AND/26/00257,VISHAL PRECISION MOULDS,2025-07-12,PPR/AND/26/01600,2025-09-13,0.0,63.0,>15 days,2025-09
PO/AND/26/00258,WITCO POTTERIES,2025-07-12,PPR/AND/26/01114,2025-07-31,117.0,19.0,>15 days,2025-07
PO/AND/26/00259,MELCON PLASTICS,2025-07-14,PPR/AND/26/01019,2025-07-16,0.0,2.0,≤15 days,2025-07
PO/AND/26/00260,Supreme Innovations,2025-07-14,PPR/AND/26/01017,2025-07-15,0.0,1.0,≤15 days,2025-07
PO/AND/26/00261,DURVESH ENTERPRISES,2025-07-14,PPR/AND/26/01111,2025-07-31,0.0,17.0,>15 days,2025-07
PO/AND/26/00262,SUPREME CORRUGATING INDUSTRIES PVT.LTD.,2025-07-15,PPR/AND/26/01076,2025-07-31,14.0,16.0,>15 days,2025-07
PO/AND/26/00263,DURVESH ENTERPRISES,2025-07-15,PPR/AND/26/01087,2025-07-31,499.0,16.0,>15 days,2025-07
PO/AND/26/00264,HARIA METALS,2025-07-15,PPR/AND/26/01651,2025-09-23,21.0,70.0,>15 days,2025-09
PO/AND/26/00265,VIMALNATH BRASS INDUSTRIES,2025-07-15,PPR/AND/26/01421,2025-08-31,0.0,47.0,>15 days,2025-08
PO/AND/26/00266,Angel Brass Industries,2025-07-15,PPR/AND/26/01542,2025-09-13,0.0,60.0,>15 days,2025-09
PO/AND/26/00267,NECTAR BRASS INDUSTRIES,2025-07-15,PPR/AND/26/01138,2025-08-05,0.0,21.0,>15 days,2025-08
PO/AND/26/00268,Satish Brass Product,2025-07-15,PPR/AND/26/01355,2025-08-22,0.0,38.0,>15 days,2025-08
PO/AND/26/00269,BNB ENTERPRISE,2025-07-15,PPR/AND/26/01199,2025-08-08,0.0,24.0,>15 days,2025-08
PO/AND/26/00270,DHARMIN ENTERPRISE,2025-07-16,PPR/AND/26/00968,2025-07-18,0.0,2.0,≤15 days,2025-07
PO/AND/26/00271,MELCON PLASTICS,2025-07-17,PPR/AND/26/01051,2025-07-23,0.0,6.0,≤15 days,2025-07
PO/AND/26/00272,Supreme Innovations,2025-07-17,PPR/AND/26/01052,2025-07-24,0.0,7.0,≤15 days,2025-07
PO/AND/26/00273,ACN PLASTIC,2025-07-17,PPR/AND/26/00961,2025-07-22,0.0,5.0,≤15 days,2025-07
PO/AND/26/00274,RIDDHI SIDDHI CORPORATION,2025-07-19,PPR/AND/26/00959,2025-07-21,0.0,2.0,≤15 days,2025-07
PO/AND/26/00275,LIBRA PLASTICS,2025-07-21,NAN,,4.0,,No Receipt,NaT
PO/AND/26/00276,MELCON PLASTICS,2025-07-21,PPR/AND/26/01100,2025-07-30,0.0,9.0,≤15 days,2025-07
PO/AND/26/00277,Nilkamal Limited-Andheri,2025-07-22,PPR/AND/26/01352,2025-07-22,0.0,0.0,≤15 days,2025-07
PO/AND/26/00278,MAHAVIR TRADERS,2025-07-22,PPR/AND/26/01083,2025-07-25,0.0,3.0,≤15 days,2025-07
PO/AND/26/00279,KMUNOTAG PRIVATE LIMITED,2025-07-26,PPR/AND/26/01120,2025-07-22,0.0,-4.0,No Receipt,2025-07
PO/AND/26/00280,NEELANJ BUSINESS SOLUTION LLP,2025-07-26,PPR/AND/26/01068,2025-07-16,1.0,-10.0,No Receipt,2025-07
PO/AND/26/00281,JAI AMBE ENTERPRISE,2025-08-01,PPR/AND/26/01304,2025-08-20,0.0,19.0,>15 days,2025-08
PO/AND/26/00282,PRAGATI ENTERPRISES,2025-08-01,PPR/AND/26/01347,2025-08-23,0.0,22.0,>15 days,2025-08
PO/AND/26/00283,VIVANI ELECTRONICS,2025-07-28,PPR/AND/26/01234,2025-08-12,0.0,15.0,≤15 days,2025-08
PO/AND/26/00284,M.R.ENGINEERING,2025-08-06,PPR/AND/26/01702,2025-09-27,0.0,52.0,>15 days,2025-09
PO/AND/26/00285,ARCHANA ENTERPRISES,2025-08-01,PPR/AND/26/01233,2025-08-12,2000.0,11.0,≤15 days,2025-08
PO/AND/26/00286,PRINTSOUK,2025-07-28,PPR/AND/26/01126,2025-07-30,240.0,2.0,≤15 days,2025-07
PO/AND/26/00287,DURVESH ENTERPRISES,2025-07-29,PPR/AND/26/01098,2025-07-31,312.0,2.0,≤15 days,2025-07
PO/AND/26/00288,RIDDHI SIDDHI CORPORATION,2025-08-01,PPR/AND/26/01152,2025-08-05,0.0,4.0,≤15 days,2025-08
PO/AND/26/00289,RIDDHI SIDDHI CORPORATION,2025-08-01,PPR/AND/26/01155,2025-08-05,0.0,4.0,≤15 days,2025-08
PO/AND/26/00290,RIDDHI SIDDHI CORPORATION,2025-08-01,PPR/AND/26/01159,2025-08-05,0.0,4.0,≤15 days,2025-08
PO/AND/26/00291,RIDDHI SIDDHI CORPORATION,2025-08-01,PPR/AND/26/01185,2025-08-06,0.0,5.0,≤15 days,2025-08
PO/AND/26/00292,SUNRISE POLYMER,2025-08-01,PPR/AND/26/01204,2025-08-08,0.0,7.0,≤15 days,2025-08
PO/AND/26/00293,G.KHANNA and CO.,2025-08-01,PPR/AND/26/01161,2025-08-05,0.0,4.0,≤15 days,2025-08
PO/AND/26/00294,KASAT PLASTIC,2025-08-01,PPR/AND/26/01160,2025-08-04,0.0,3.0,≤15 days,2025-08
PO/AND/26/00295,KASAT PLASTIC,2025-08-01,NAN,,0.0,,No Receipt,NaT
PO/AND/26/00296,nan,2025-07-30,NAN,,0.0,,No Receipt,NaT
PO/AND/26/00297,S.PLASTICS,2025-07-30,PPR/AND/26/01408,2025-08-30,0.0,31.0,>15 days,2025-08
PO/AND/26/00298,PRINTSOUK,2025-08-01,PPR/AND/26/01255,2025-08-11,1500.0,10.0,≤15 days,2025-08
PO/AND/26/00299,KANKAI ENTERPRISES,2025-08-01,NAN,,20000.0,,No Receipt,NaT
PO/AND/26/00300,Gyanesh Print And Pack,2025-08-01,PPR/AND/26/01140,2025-08-01,0.0,0.0,≤15 days,2025-08
PO/AND/26/00301,SHREE BALAJI PRINTERS,2025-07-31,PPR/AND/26/01117,2025-07-21,0.0,-10.0,No Receipt,2025-07
PO/AND/26/00302,A.K.PACKAGING,2025-07-31,PPR/AND/26/01118,2025-07-19,0.0,-12.0,No Receipt,2025-07
PO/AND/26/00303,Supreme Innovations,2025-07-31,PPR/AND/26/01115,2025-07-22,0.0,-9.0,No Receipt,2025-07
PO/AND/26/00304,SHIVOM PRINTERS,2025-07-31,PPR/AND/26/01107,2025-07-21,0.0,-10.0,No Receipt,2025-07
PO/AND/26/00305,RAJESHREE INDUSTRIES,2025-07-31,PPR/AND/26/01127,2025-07-26,0.0,-5.0,No Receipt,2025-07
PO/AND/26/00306,DURVESH ENTERPRISES,2025-07-31,PPR/AND/26/01108,2025-07-31,167.0,0.0,≤15 days,2025-07
PO/AND/26/00307,S.PLASTICS,2025-07-31,PPR/AND/26/01125,2025-07-30,0.0,-1.0,No Receipt,2025-07
PO/AND/26/00308,ARIHANT INDUSTRIES,2025-08-02,PPR/AND/26/01229,2025-08-12,0.0,10.0,≤15 days,2025-08
PO/AND/26/00309,OM INDUSTRIES-NEW,2025-08-02,PPR/AND/26/01200,2025-08-08,0.0,6.0,≤15 days,2025-08
PO/AND/26/00310,GIRI ENTERPRISES,2025-08-02,PPR/AND/26/01385,2025-08-26,18814.0,24.0,>15 days,2025-08
PO/AND/26/00311,MELCON PLASTICS,2025-08-02,PPR/AND/26/01392,2025-08-28,37928.0,26.0,>15 days,2025-08
PO/AND/26/00312,TANISHA ENTERPRISES,2025-08-02,PPR/AND/26/01754,2025-09-29,0.0,58.0,>15 days,2025-09
PO/AND/26/00313,Supreme Innovations,2025-08-02,PPR/AND/26/01329,2025-08-21,0.0,19.0,>15 days,2025-08
PO/AND/26/00314,Vardan Enterprises,2025-08-02,PPR/AND/26/01135,2025-08-04,0.0,2.0,≤15 days,2025-08
PO/AND/26/00315,MODERN ENGINEERING & SPRING COMPANY,2025-08-02,PPR/AND/26/01330,2025-08-22,0.0,20.0,>15 days,2025-08
PO/AND/26/00316,G R INDUSTRIES,2025-08-02,PPR/AND/26/01144,2025-08-05,0.0,3.0,≤15 days,2025-08
PO/AND/26/00317,PERFECT PACKERS,2025-08-02,PPR/AND/26/01407,2025-08-30,8800.0,28.0,>15 days,2025-08
PO/AND/26/00318,Gyanesh Print And Pack,2025-08-02,PPR/AND/26/01397,2025-08-28,40.0,26.0,>15 days,2025-08
PO/AND/26/00319,SHREE BALAJI PRINTERS,2025-08-02,PPR/AND/26/01219,2025-08-11,0.0,9.0,≤15 days,2025-08
PO/AND/26/00320,KMUNOTAG PRIVATE LIMITED,2025-08-02,NAN,,0.0,,No Receipt,NaT
PO/AND/26/00321,A.K.PACKAGING,2025-08-02,PPR/AND/26/01393,2025-08-25,0.0,23.0,>15 days,2025-08
PO/AND/26/00322,PRINT LINE,2025-08-02,PPR/AND/26/01440,2025-09-08,717.0,37.0,>15 days,2025-09
PO/AND/26/00323,Ramaya Packaging,2025-08-02,PPR/AND/26/01146,2025-08-05,0.0,3.0,≤15 days,2025-08
PO/AND/26/00324,KANKAI ENTERPRISES,2025-08-02,PPR/AND/26/01483,2025-09-11,347550.0,40.0,>15 days,2025-09
PO/AND/26/00325,SUPREME CORRUGATING INDUSTRIES PVT.LTD.,2025-08-02,PPR/AND/26/01214,2025-08-12,1238.0,10.0,≤15 days,2025-08
PO/AND/26/00326,PRINTSOUK,2025-08-02,PPR/AND/26/01451,2025-08-23,9360.0,21.0,>15 days,2025-08
PO/AND/26/00327,WITCO POTTERIES,2025-08-02,PPR/AND/26/01277,2025-08-18,234.0,16.0,>15 days,2025-08
PO/AND/26/00328,VENUS COLOURANTS,2025-08-02,PPR/AND/26/01221,2025-08-11,0.25,9.0,≤15 days,2025-08
PO/AND/26/00329,MAHAVIR TRADERS,2025-08-02,PPR/AND/26/01438,2025-08-27,0.0,25.0,>15 days,2025-08
PO/AND/26/00330,JAYESH INDUSTRIES,2025-08-02,PPR/AND/26/01142,2025-08-05,0.0,3.0,≤15 days,2025-08
PO/AND/26/00331,DHARMIN ENTERPRISE,2025-08-02,PPR/AND/26/01145,2025-08-05,0.0,3.0,≤15 days,2025-08
PO/AND/26/00332,SAI ENTERPRISES (VENDOR),2025-08-02,PPR/AND/26/01423,2025-08-30,3288.0,28.0,>15 days,2025-08
PO/AND/26/00333,DURVESH ENTERPRISES,2025-08-02,PPR/AND/26/01415,2025-08-30,282.0,28.0,>15 days,2025-08
PO/AND/26/00334,REKHA TRADING CO,2025-08-02,PPR/AND/26/02109,2025-10-30,734.0,89.0,>15 days,2025-10
PO/AND/26/00335,S.PLASTICS,2025-08-02,PPR/AND/26/01410,2025-08-30,0.0,28.0,>15 days,2025-08
PO/AND/26/00336,RAJESHREE INDUSTRIES,2025-08-02,PPR/AND/26/01363,2025-08-25,0.0,23.0,>15 days,2025-08
PO/AND/26/00337,KALA ENTERPRISES,2025-08-02,PPR/AND/26/01381,2025-08-26,0.0,24.0,>15 days,2025-08
PO/AND/26/00338,Vijay Rajendra Electricals,2025-08-04,NAN,,0.0,,No Receipt,NaT
PO/AND/26/00339,S.PLASTICS,2025-08-07,PPR/AND/26/01419,2025-08-31,2060.0,24.0,>15 days,2025-08
PO/AND/26/00340,TIRUPATI SALES CORPORATION,2025-08-07,PPR/AND/26/01437,2025-08-30,0.0,23.0,>15 days,2025-08
PO/AND/26/00341,DURVESH ENTERPRISES,2025-08-08,PPR/AND/26/01416,2025-08-30,8049.0,22.0,>15 days,2025-08
PO/AND/26/00342,Gyanesh Print And Pack,2025-08-08,PPR/AND/26/01398,2025-08-28,0.0,20.0,>15 days,2025-08
PO/AND/26/00343,ACN PLASTIC,2025-08-11,PPR/AND/26/01313,2025-08-21,100.0,10.0,≤15 days,2025-08
PO/AND/26/00344,RIDDHI SIDDHI CORPORATION,2025-08-11,PPR/AND/26/01312,2025-08-18,0.0,7.0,≤15 days,2025-08
PO/AND/26/00345,S.PLASTICS,2025-08-11,PPR/AND/26/01209,2025-08-08,840.0,-3.0,No Receipt,2025-08
PO/AND/26/00346,SUNRISE POLYMER,2025-08-11,PPR/AND/26/01294,2025-08-01,0.0,-10.0,No Receipt,2025-08
PO/AND/26/00347,MORYA ENTERPRISES,2025-08-12,PPR/AND/26/01240,2025-08-12,0.0,0.0,≤15 days,2025-08
PO/AND/26/00348,nan,2025-08-12,NAN,,0.0,,No Receipt,NaT
PO/AND/26/00349,Kuloday Compu Forms,2025-08-12,PPR/AND/26/01364,2025-08-25,2000.0,13.0,≤15 days,2025-08
PO/AND/26/00350,DURVESH ENTERPRISES,2025-08-14,PPR/AND/26/01285,2025-08-18,0.0,4.0,≤15 days,2025-08
PO/AND/26/00351,DHARMIN ENTERPRISE,2025-08-20,PPR/AND/26/01607,2025-09-19,0.0,30.0,>15 days,2025-09
PO/AND/26/00352,GIRI ENTERPRISES,2025-08-20,PPR/AND/26/01308,2025-08-07,0.0,-13.0,No Receipt,2025-08
PO/AND/26/00353,DURVESH ENTERPRISES,2025-08-20,PPR/AND/26/01388,2025-08-26,0.0,6.0,≤15 days,2025-08
PO/AND/26/00354,PRINT LINE,2025-08-20,PPR/AND/26/01297,2025-08-20,1000.0,0.0,≤15 days,2025-08
PO/AND/26/00355,SAI ENTERPRISES (VENDOR),2025-08-21,PPR/AND/26/01517,2025-09-11,1660.0,21.0,>15 days,2025-09
PO/AND/26/00356,S.PLASTICS,2025-08-21,PPR/AND/26/01409,2025-08-30,0.0,9.0,≤15 days,2025-08
PO/AND/26/00357,DURVESH ENTERPRISES,2025-08-05,PPR/AND/26/01417,2025-08-30,1619.0,25.0,>15 days,2025-08
PO/AND/26/00358,VIVANI ELECTRONICS,2025-08-22,PPR/AND/26/01404,2025-08-30,100.0,8.0,≤15 days,2025-08
PO/AND/26/00359,KASAT PLASTIC,2025-08-22,PPR/AND/26/01439,2025-08-22,0.0,0.0,≤15 days,2025-08
PO/AND/26/00360,nan,2025-08-22,NAN,,0.0,,No Receipt,NaT
PO/AND/26/00361,MELCON PLASTICS,2025-08-23,PPR/AND/26/01391,2025-08-28,0.0,5.0,≤15 days,2025-08
PO/AND/26/00362,MELCON PLASTICS,2025-08-23,PPR/AND/26/01358,2025-08-21,0.0,-2.0,No Receipt,2025-08
PO/AND/26/00363,Supreme Innovations,2025-08-23,PPR/AND/26/01357,2025-08-21,0.0,-2.0,No Receipt,2025-08
PO/AND/26/00364,SHREE BALAJI PRINTERS,2025-08-23,PPR/AND/26/01353,2025-08-20,0.0,-3.0,No Receipt,2025-08
PO/AND/26/00365,SUPREME CORRUGATING INDUSTRIES PVT.LTD.,2025-08-23,PPR/AND/26/01462,2025-09-04,0.0,12.0,≤15 days,2025-09
PO/AND/26/00366,MAA NARAYANI CREATION,2025-09-01,PPR/AND/26/01890,2025-10-10,0.0,39.0,>15 days,2025-10
PO/AND/26/00367,Matrix Technologies,2025-09-01,PPR/AND/26/02262,2025-11-08,0.0,68.0,>15 days,2025-11
PO/AND/26/00368,A.K.PACKAGING,2025-08-25,PPR/AND/26/01372,2025-08-26,0.0,1.0,≤15 days,2025-08
PO/AND/26/00369,NECTAR BRASS INDUSTRIES,2025-09-01,PPR/AND/26/01457,2025-09-04,0.0,3.0,≤15 days,2025-09
PO/AND/26/00370,HARIA METALS,2025-09-01,PPR/AND/26/01678,2025-09-25,201.0,24.0,>15 days,2025-09
PO/AND/26/00371,Venus Industries,2025-09-01,PPR/AND/26/01458,2025-09-04,0.0,3.0,≤15 days,2025-09
PO/AND/26/00372,ARIHANT INDUSTRIES,2025-09-01,PPR/AND/26/01663,2025-09-22,0.0,21.0,>15 days,2025-09
PO/AND/26/00373,GIRI ENTERPRISES,2025-09-01,PPR/AND/26/01672,2025-09-25,39035.0,24.0,>15 days,2025-09
PO/AND/26/00374,MELCON PLASTICS,2025-09-01,PPR/AND/26/01744,2025-09-30,69424.0,29.0,>15 days,2025-09
PO/AND/26/00375,TANISHA ENTERPRISES,2025-09-01,PPR/AND/26/01753,2025-09-29,0.0,28.0,>15 days,2025-09
PO/AND/26/00376,S.PLASTICS,2025-09-01,PPR/AND/26/02235,2025-11-07,3977.0,67.0,>15 days,2025-11
PO/AND/26/00377,Supreme Innovations,2025-09-01,PPR/AND/26/01737,2025-09-30,0.0,29.0,>15 days,2025-09
PO/AND/26/00378,Vardan Enterprises,2025-09-01,PPR/AND/26/01474,2025-09-08,0.0,7.0,≤15 days,2025-09
PO/AND/26/00379,MODERN ENGINEERING & SPRING COMPANY,2025-09-01,PPR/AND/26/01514,2025-09-11,0.0,10.0,≤15 days,2025-09
PO/AND/26/00380,PERFECT PACKERS,2025-09-01,PPR/AND/26/01748,2025-09-30,5400.0,29.0,>15 days,2025-09
PO/AND/26/00381,Gyanesh Print And Pack,2025-09-01,PPR/AND/26/02148,2025-10-31,164.0,60.0,>15 days,2025-10
PO/AND/26/00382,A.K.PACKAGING,2025-09-01,PPR/AND/26/01730,2025-09-29,550.0,28.0,>15 days,2025-09
PO/AND/26/00383,PRINT LINE,2025-09-01,PPR/AND/26/02055,2025-10-28,3498.0,57.0,>15 days,2025-10
PO/AND/26/00384,Ramaya Packaging,2025-09-01,PPR/AND/26/01516,2025-09-11,0.0,10.0,≤15 days,2025-09
PO/AND/26/00385,KANKAI ENTERPRISES,2025-09-01,PPR/AND/26/01544,2025-09-12,248259.0,11.0,≤15 days,2025-09
PO/AND/26/00386,SUPREME CORRUGATING INDUSTRIES PVT.LTD.,2025-09-01,PPR/AND/26/01674,2025-09-25,2501.0,24.0,>15 days,2025-09
PO/AND/26/00387,PRINTSOUK,2025-09-01,PPR/AND/26/01870,2025-10-09,13750.0,38.0,>15 days,2025-10
PO/AND/26/00388,WITCO POTTERIES,2025-09-01,PPR/AND/26/01771,2025-09-30,70.0,29.0,>15 days,2025-09
PO/AND/26/00389,VENUS COLOURANTS,2025-09-01,PPR/AND/26/01509,2025-09-10,0.0,9.0,≤15 days,2025-09
PO/AND/26/00390,MAHAVIR TRADERS,2025-09-01,NAN,,1000.0,,No Receipt,NaT
PO/AND/26/00391,DHARMIN ENTERPRISE,2025-09-01,PPR/AND/26/01464,2025-09-01,0.0,0.0,≤15 days,2025-09
PO/AND/26/00392,JAYESH INDUSTRIES,2025-09-01,PPR/AND/26/01522,2025-09-12,0.0,11.0,≤15 days,2025-09
PO/AND/26/00393,SAI ENTERPRISES (VENDOR),2025-09-01,PPR/AND/26/01756,2025-09-30,2392.0,29.0,>15 days,2025-09
PO/AND/26/00394,DURVESH ENTERPRISES,2025-09-01,PPR/AND/26/01751,2025-09-30,148.0,29.0,>15 days,2025-09
PO/AND/26/00395,JAI AMBE ENTERPRISE,2025-09-01,PPR/AND/26/01597,2025-09-18,0.0,17.0,>15 days,2025-09
PO/AND/26/00396,M.R.ENGINEERING,2025-09-01,PPR/AND/26/01703,2025-09-27,2000.0,26.0,>15 days,2025-09
PO/AND/26/00397,MORYA ENTERPRISES,2025-09-01,PPR/AND/26/01851,2025-10-09,25850.0,38.0,>15 days,2025-10
PO/AND/26/00398,Satish Brass Product,2025-09-01,PPR/AND/26/01797,2025-10-06,0.0,35.0,>15 days,2025-10
PO/AND/26/00399,Angel Brass Industries,2025-09-01,PPR/AND/26/01677,2025-09-25,0.0,24.0,>15 days,2025-09
PO/AND/26/00400,RAJESHREE INDUSTRIES,2025-09-01,PPR/AND/26/01608,2025-09-19,0.0,18.0,>15 days,2025-09
PO/AND/26/00401,Parmar Engineering Works,2025-09-01,PPR/AND/26/01565,2025-09-15,0.0,14.0,≤15 days,2025-09
PO/AND/26/00402,PRAGATI ENTERPRISES,2025-09-01,PPR/AND/26/01593,2025-09-17,0.0,16.0,>15 days,2025-09
PO/AND/26/00403,VIVANI ELECTRONICS,2025-09-01,PPR/AND/26/01701,2025-09-27,0.0,26.0,>15 days,2025-09
PO/AND/26/00404,KALA ENTERPRISES,2025-09-01,PPR/AND/26/01699,2025-09-26,0.0,25.0,>15 days,2025-09
PO/AND/26/00405,NEELANJ BUSINESS SOLUTION LLP,2025-08-25,PPR/AND/26/01450,2025-08-26,14.0,1.0,≤15 days,2025-08
PO/AND/26/00406,RIDDHI SIDDHI CORPORATION,2025-09-01,PPR/AND/26/01655,2025-09-18,0.0,17.0,>15 days,2025-09
